url,product_id,ref,main_title,description,full_path,color,current_price,previous_price,available_sizes,all_sizes,images,outlet_color,excluweb_color,material,brand,discounted,Category,Color,Material
['https://www.luisaviaroma.com/en-us/p/max-mara/women/81I-F4P025?ColorId=MDAz0&lvrid=_p_dLCG_gw'],81I-F4P025,81I-F4P025,oxa cashmere & wool sweatshirt,asymmetric neckline model is wearing a size s,"[['women', 'MAX MARA']]",camel_003,624.0,624.0,"['XS', 'S', 'M', 'L', 'XL']","['M', 'XS', 'XL', 'S', 'L']","['https://images.lvrcdn.com/c/2024/07/24/0ba2f7c5-9080-416c-93dd-d7d0def0dc00/26e0385f-5adc-4b2d-9711-8ee465a8176420240725130144.JPG', 'https://images.lvrcdn.com/c/2024/07/24/ddf7dcfd-9e4c-4b34-97ff-0a61bb06e591/30ced353-a851-4691-a72a-2e83d1193db920240725084255.JPG', 'https://images.lvrcdn.com/c/2024/07/24/ddf7dcfd-9e4c-4b34-97ff-0a61bb06e591/86c6b37e-2105-43d8-b0dd-9e5679a7055520240725084252.JPG', 'https://images.lvrcdn.com/c/2024/07/24/0ba2f7c5-9080-416c-93dd-d7d0def0dc00/7ce27cc6-d55f-4339-a0c7-935e503f628220240725130141.JPG', 'https://images.lvrcdn.com/c/2024/07/24/0ba2f7c5-9080-416c-93dd-d7d0def0dc00/d569b340-cdfe-4f68-b0f4-24dbf006525220240725130139.JPG']",False,False,"50% Cashmere, 50% Wool",max mara,False,Sweatshirt,Camel,Cashmere-Wool Blend
['https://www.luisaviaroma.com/en-us/p/max-mara/women/81I-AIO002?ColorId=MDAx0&lvrid=_p_dLCG_gw'],81I-AIO002,81I-AIO002,4cm loop leather belt,width: 4cm adjustable pin closure silver-colored metal detail with engraved logo made in italy,"[['women', 'MAX MARA']]",brown_001,210.0,210.0,"['S', 'M', 'L']","['M', 'L', 'S']","['https://images.lvrcdn.com/c/2024/07/23/3d24b6c2-ff27-40ee-a51b-50332c0b5a65/424b25b9-764d-4382-a7ca-793449bb987520240925183253.JPG', 'https://images.lvrcdn.com/c/2024/07/23/1f174b73-f995-4b37-b51a-6d05f97e4931/2810994d-a21c-4987-a3db-e1fa71481dd120240724081330.JPG', 'https://images.lvrcdn.com/c/2024/07/23/3d24b6c2-ff27-40ee-a51b-50332c0b5a65/0a1b3c07-c5bf-4d19-b140-8f06ab14c4da20240724121120.JPG']",False,False,100% Calf,max mara,False,Belt,Brown,Calf Leather
['https://www.luisaviaroma.com/en-us/p/max-mara/women/81I-AIO016?ColorId=MDA00&lvrid=_p_dLCG_gw'],81I-AIO016,81I-AIO016,ombrato4 alpaca blend gloves,logo detail made in italy,"[['women', 'MAX MARA']]",albino_004,177.0,177.0,"['S/M', 'M/L']","['M/L', 'S/M']","['https://images.lvrcdn.com/c/2024/07/23/dd8daaa2-b429-47b8-8d58-ee0bdeba6aa5/34d5bfc3-0c31-4b5f-90fc-fb09be7fdaab20240820141630.JPG', 'https://images.lvrcdn.com/c/2024/07/23/dd8daaa2-b429-47b8-8d58-ee0bdeba6aa5/b447e349-5c10-4b93-98fc-a8f2ca69695f20240724121013.JPG', 'https://images.lvrcdn.com/c/2024/07/23/dd8daaa2-b429-47b8-8d58-ee0bdeba6aa5/282942d2-4135-4da1-87fb-3614d601274720240724121017.JPG', 'https://images.lvrcdn.com/c/2024/07/23/dd8daaa2-b429-47b8-8d58-ee0bdeba6aa5/4eaed550-b4d2-4299-b38c-73196a05048b20240724121020.JPG']",False,False,"Main: 63% Alpaca, 26% Cashmere, 11% Silk, Lining: 100% Wool",max mara,False,Gloves,Albino,Alpaca-Cashmere-Silk Blend
['https://www.luisaviaroma.com/en-us/p/max-mara/women/80I-50R035?ColorId=MDAz0&lvrid=_p_dLCG_gw'],80I-50R035,80I-50R035,aloa rib knit sweater,crewneck model is wearing a size s,"[['women', 'MAX MARA']]",camel_003,229.0,765.0,"['L', 'XL']","['L', 'XL']","['https://images.lvrcdn.com/c/2024/04/24/39442384-10c7-4b87-b38e-0b1cc62de828/a8de9cbb-873b-4d50-9ee6-2b073ecea40320240426100717.JPG', 'https://images.lvrcdn.com/c/2024/05/06/f26357cc-6115-49a7-b117-d493abf314ff/08f6a73b-bb0a-4dbe-9bb9-8eaf961cba0920240507085601.JPG', 'https://images.lvrcdn.com/c/2024/05/06/f26357cc-6115-49a7-b117-d493abf314ff/68a8e97e-00c0-453f-819f-847b54e66dea20240507085556.JPG', 'https://images.lvrcdn.com/c/2024/04/24/39442384-10c7-4b87-b38e-0b1cc62de828/42631bc5-d2e0-435d-8373-5edf0916bdf920240426100711.JPG', 'https://images.lvrcdn.com/c/2024/04/24/39442384-10c7-4b87-b38e-0b1cc62de828/984eb2dc-1790-454a-8c27-4f574017bafa20240426100714.JPG']",False,False,"70% Wool, 30% Cashmere",max mara,True,Sweater,Camel,Wool-Cashmere Blend
['https://www.luisaviaroma.com/en-us/p/s-max-mara/women/81I-5K2012?ColorId=MDAy0&lvrid=_p_d5K2_gw'],81I-5K2012,81I-5K2012,balco denim wide leg mid-waist jeans,front button and concealed zip closure belt loops five pockets model is wearing a size 42,"[['women', ""'S MAX MARA""]]",washed black_002,465.0,465.0,"['34 IT', '36 IT', '38 IT', '40 IT', '42 IT', '44 IT', '46 IT', '48 IT', '50 IT']","['48 IT', '42 IT', '36 IT', '46 IT', '38 IT', '34 IT', '40 IT', '50 IT', '44 IT']","['https://images.lvrcdn.com/c/2024/07/25/6d5e8f2f-3e91-4623-b415-50413377d4bf/da86fe49-6edc-4deb-8d2c-2ac24785d28720240726110146.JPG', 'https://images.lvrcdn.com/c/2024/07/25/7b4ba090-cb54-482f-85ec-bf353a1956e4/68b3b413-cc84-4fe6-ab59-5a36365d5daa20240726100644.JPG', 'https://images.lvrcdn.com/c/2024/07/25/7b4ba090-cb54-482f-85ec-bf353a1956e4/e91fb143-ec29-422f-b1bf-ece4f0b6d2e820240726100642.JPG', 'https://images.lvrcdn.com/c/2024/07/25/6d5e8f2f-3e91-4623-b415-50413377d4bf/1e3095d2-d0eb-4699-bd9b-2a1966ba0def20240726110143.JPG', 'https://images.lvrcdn.com/c/2024/07/25/6d5e8f2f-3e91-4623-b415-50413377d4bf/8714c2c9-81ee-4dba-90c3-835047d7165520240726110140.JPG']",False,False,100% Cotton,'s max mara,False,Jeans,Washed Black,Cotton
['https://www.luisaviaroma.com/en-us/p/max-mara/women/81I-AIO024?ColorId=MDA00&lvrid=_p_dLCG_gw'],81I-AIO024,81I-AIO024,tenebre 4 teddy cape,front button closure two side pockets made in italy,"[['women', 'MAX MARA']]",albino_004,1188.0,1188.0,"['S/M', 'M/L']","['M/L', 'S/M']","['https://images.lvrcdn.com/c/2025/01/07/2905b28e-4aa5-49fe-aa05-4a3b11a7686c/22848aa3-757f-405a-9259-e6450731182320250108121030.JPG', 'https://images.lvrcdn.com/c/2025/01/09/b3f06ded-2003-4ccf-bf31-4ee80dbdda17/66df510b-fb22-45e6-81a2-7334da7782e320250110112649.JPG', 'https://images.lvrcdn.com/c/2025/01/07/2905b28e-4aa5-49fe-aa05-4a3b11a7686c/90f13d93-10b6-4057-a6e2-4e04839d57f020250108121028.JPG', 'https://images.lvrcdn.com/c/2025/01/07/2905b28e-4aa5-49fe-aa05-4a3b11a7686c/687ab51c-0d4c-4079-9d93-9884541c23a420250108121025.JPG']",False,False,"63% Alpaca, 26% Cashmere, 11% Silk",max mara,False,Cape,Albino,Alpaca-Cashmere-Silk Blend
['https://www.luisaviaroma.com/en-us/p/max-mara/women/81I-50R011?ColorId=MDE20&lvrid=_p_dLCG_gw'],81I-50R011,81I-50R011,teano poplin shirt,concealed front half button closure elastic drawstring cuffs model is wearing a size 42,"[['women', 'MAX MARA']]",red_016,695.0,695.0,"['34 IT', '36 IT', '38 IT', '40 IT', '42 IT', '44 IT', '46 IT', '48 IT', '50 IT']","['48 IT', '42 IT', '36 IT', '46 IT', '38 IT', '34 IT', '40 IT', '50 IT', '44 IT']","['https://images.lvrcdn.com/c/2024/11/07/dc33a517-7796-490b-965c-f295a4b20f68/41b2b2e0-9a49-41c0-908c-96a10cd2453f20241108140839.JPG', 'https://images.lvrcdn.com/c/2024/11/07/3fdf4f42-0c14-45e9-b9f7-9b38922604be/21c49f3f-cd49-4c7f-9fe8-8a25bff8b2ae20241108152713.JPG', 'https://images.lvrcdn.com/c/2024/11/07/3fdf4f42-0c14-45e9-b9f7-9b38922604be/2e3ae01d-a645-41e4-8991-ad08ddd2ec3d20241108152715.JPG', 'https://images.lvrcdn.com/c/2024/11/07/dc33a517-7796-490b-965c-f295a4b20f68/0f73b6bf-b209-473f-99eb-dc9bba66f04820241108140841.JPG', 'https://images.lvrcdn.com/c/2024/11/07/dc33a517-7796-490b-965c-f295a4b20f68/546f282e-4305-4ff5-91b0-f69f0dbe4e9e20241108140836.JPG']",False,False,100% Cotton,max mara,False,Shirt,Red,Cotton
['https://www.luisaviaroma.com/en-us/p/max-mara/women/80I-50R040?ColorId=MDA10&lvrid=_p_dLCG_gw'],80I-50R040,80I-50R040,fosco wool & cashmere knit top,pull on model is wearing a size s,"[['women', 'MAX MARA']]",black_005,169.0,565.0,"['M', 'L']","['M', 'L']","['https://images.lvrcdn.com/c/2024/07/19/a2f9a24d-51bb-4381-9730-c85e18f56300/39fa185b-c511-4413-a776-79d1a6e7e06420240722093615.JPG', 'https://images.lvrcdn.com/c/2024/07/24/49d1322b-0b75-409b-aad3-ccd30ce0c308/901e3764-8187-4a72-be38-8ed146834d8020240725080605.JPG', 'https://images.lvrcdn.com/c/2024/07/24/49d1322b-0b75-409b-aad3-ccd30ce0c308/6db2753e-50f7-41ce-a019-fdbf0d522d0e20240725080607.JPG', 'https://images.lvrcdn.com/c/2024/07/19/a2f9a24d-51bb-4381-9730-c85e18f56300/8f2566d8-a0eb-41fb-82d7-c8aed9e3068620240722093613.JPG', 'https://images.lvrcdn.com/c/2024/07/19/a2f9a24d-51bb-4381-9730-c85e18f56300/9de7c92a-2350-4f42-9cb7-4f2fc70170b820240722093609.JPG']",False,False,"70% Wool, 30% Cashmere",max mara,True,Top,Black,Wool-Cashmere Blend
['https://www.luisaviaroma.com/en-us/p/s-max-mara/women/81I-5K2018?ColorId=MDEz0&lvrid=_p_d5K2_gw'],81I-5K2018,81I-5K2018,tivoli knit jacquard logo cardigan,front button closure all over pattern placement may vary model is wearing a size s,"[['women', ""'S MAX MARA""]]",navy/white_013,895.0,895.0,"['XS', 'S', 'M', 'L', 'XL']","['M', 'XS', 'XL', 'S', 'L']","['https://images.lvrcdn.com/c/2025/01/15/de857798-f18f-4279-b515-875101c07577/d6d350a0-12e0-4de7-b449-a31d064c3bff20250116140757.JPG', 'https://images.lvrcdn.com/c/2025/01/17/f9a0621b-8fcc-4751-9a67-121ddaa660fd/944a9165-d248-4925-ac10-b4631f0287e720250120144342.JPG', 'https://images.lvrcdn.com/c/2025/01/17/f9a0621b-8fcc-4751-9a67-121ddaa660fd/15e38dc1-b1c2-4e20-9460-c0e572161eed20250120144345.JPG', 'https://images.lvrcdn.com/c/2025/01/15/2a965b40-518d-4b5d-a173-8d97eaf33257/93d0b03a-c6ae-4a49-9a8c-6b81300c3f7120250116140754.JPG', 'https://images.lvrcdn.com/c/2025/01/15/2a965b40-518d-4b5d-a173-8d97eaf33257/59131ce7-e5c0-476a-9e07-16ac1388a09720250116140751.JPG']",False,False,"80% Wool, 20% Cashmere",'s max mara,False,Cardigan,Navy/White,Wool-Cashmere Blend
['https://www.luisaviaroma.com/en-us/p/sportmax/women/79I-CD6018?ColorId=MDAx0&lvrid=_p_dMA3_gw'],79I-CD6018,79I-CD6018,gimmy wool & cashmere knit v-neck top,"ribbed collar, arm openings and hem model is wearing a size m","[['women', 'SPORTMAX']]",beige_001,129.0,645.0,['XS'],['XS'],"['https://images.lvrcdn.com/c/p/79I/CD6/018/c2e13e83-9464-4fef-8628-c8d0cba9b72f.JPG', 'https://images.lvrcdn.com/c/p/79I/CD6/018/ece5bcbf-2ff6-4eeb-a78b-8ff3111847de.JPG', 'https://images.lvrcdn.com/c/p/79I/CD6/018/d533d4c8-f404-494b-8a8f-814ce86c25db.JPG', 'https://images.lvrcdn.com/c/p/79I/CD6/018/e2c2f415-fda1-4386-97f7-7f3ef530c2e6.JPG', 'https://images.lvrcdn.com/c/p/79I/CD6/018/3551768c-a6d8-4650-8eb8-ebb498e3b925.JPG']",False,False,"80% Wool, 20% Cashmere",sportmax,True,Top,Beige,Wool-Cashmere Blend
['https://www.luisaviaroma.com/en-us/p/s-max-mara/women/81I-5K2030?ColorId=MDAy0&lvrid=_p_d5K2_gw'],81I-5K2030,81I-5K2030,quieto jersey short sleeved t-shirt,front and back logo panels model is wearing a size s,"[['women', ""'S MAX MARA""]]",beige_002,295.0,295.0,"['XS', 'S', 'M', 'L', 'XL']","['M', 'XS', 'XL', 'S', 'L']","['https://images.lvrcdn.com/c/2024/07/25/37b9d223-04c0-41ba-b0b0-b4d3e1270b56/f02a6b27-3c44-4f9b-9ad7-21a0e50c853a20240726105901.JPG', 'https://images.lvrcdn.com/c/2024/07/25/7057b71d-f7fd-4c17-abb0-3d69287b034d/43ad92db-f425-4c57-8331-c7a85da0550020240726122512.JPG', 'https://images.lvrcdn.com/c/2024/07/25/7057b71d-f7fd-4c17-abb0-3d69287b034d/3a70c901-ba24-4d4a-b308-d2d5efc038aa20240726122517.JPG', 'https://images.lvrcdn.com/c/2024/07/25/37b9d223-04c0-41ba-b0b0-b4d3e1270b56/393ed2b1-0453-4204-b5c5-19922d9a38d620240726105859.JPG', 'https://images.lvrcdn.com/c/2024/07/25/37b9d223-04c0-41ba-b0b0-b4d3e1270b56/b3e9a642-2156-4f28-a5d9-6acd2315173720240726105856.JPG']",False,False,100% Cotton,'s max mara,False,T-Shirt,Beige,Cotton
['https://www.luisaviaroma.com/en-us/p/weekend-max-mara/women/81I-KOZ014?ColorId=MDA30&lvrid=_p_dF4U_gw'],81I-KOZ014,81I-KOZ014,nabulus denim high rise bermuda shorts,front button and concealed zip closure two side pockets two back pockets model is wearing a size 40,"[['women', 'WEEKEND MAX MARA']]",dark blue_007,295.0,295.0,"['34 IT', '36 IT', '38 IT', '40 IT', '42 IT', '44 IT', '46 IT', '48 IT']","['48 IT', '42 IT', '36 IT', '46 IT', '38 IT', '34 IT', '40 IT', '44 IT']","['https://images.lvrcdn.com/c/2024/11/07/39df60e1-068c-4a22-9f85-885fd42aab70/08baeb17-07c3-434b-8f57-8b2fbf1d0a7820241112104616.JPG', 'https://images.lvrcdn.com/c/2024/11/07/b4ad5bc2-686d-44f6-97da-db72e5afc876/2dfed49c-4d45-4750-9948-ca0aab764d2620241111093530.JPG', 'https://images.lvrcdn.com/c/2024/11/07/b4ad5bc2-686d-44f6-97da-db72e5afc876/6355a22a-7e37-41f4-b145-6051edccc9f320241111093528.JPG', 'https://images.lvrcdn.com/c/2024/11/07/39df60e1-068c-4a22-9f85-885fd42aab70/783d942f-c789-4017-86c6-7cb78b16b09020241112104850.JPG', 'https://images.lvrcdn.com/c/2024/11/07/39df60e1-068c-4a22-9f85-885fd42aab70/2ef9de90-5769-4174-86e4-7d0ca5b8e3ed20241112104852.JPG']",False,False,"58% Cotton, 42% Linen",weekend max mara,False,Shorts,Dark Blue,Cotton-Linen Blend
['https://www.luisaviaroma.com/en-us/p/s-max-mara/women/81I-519019?ColorId=MDU30&lvrid=_p_d5K2_gw'],81I-519019,81I-519019,sarah poplin midi dress,self-tie belt model is wearing a size 42,"[['women', ""'S MAX MARA""]]",navy_057,995.0,995.0,"['34 IT', '36 IT', '38 IT', '40 IT', '42 IT', '44 IT', '46 IT', '48 IT', '50 IT']","['48 IT', '42 IT', '36 IT', '46 IT', '38 IT', '34 IT', '40 IT', '50 IT', '44 IT']","['https://images.lvrcdn.com/c/2024/11/07/cb1619cb-a2a2-4bc8-9ed9-9fb9884ff412/a5c1f597-01a5-4a9d-99d4-a8c6de10f63320241108120744.JPG', 'https://images.lvrcdn.com/c/2024/11/08/6c5a470e-8c8b-45d2-b615-2012d26bcd9d/228bcf77-93a2-410b-b731-0f0474f4402a20241111121623.JPG', 'https://images.lvrcdn.com/c/2024/11/08/6c5a470e-8c8b-45d2-b615-2012d26bcd9d/4f39348a-61ed-415b-9cc6-fc59f82742e220241111121625.JPG', 'https://images.lvrcdn.com/c/2024/11/07/cb1619cb-a2a2-4bc8-9ed9-9fb9884ff412/ea4f24f9-7a0e-4fb1-a72b-14957ae620bf20241108120738.JPG', 'https://images.lvrcdn.com/c/2024/11/07/cb1619cb-a2a2-4bc8-9ed9-9fb9884ff412/03ceeb6a-3724-4ffc-af52-488ae45ff0f820241108120741.JPG']",False,False,"80% Cotton, 18% Polyamide, 2% Elastane",'s max mara,False,Dress,Navy,Cotton-Polyamide-Elastane Blend
['https://www.luisaviaroma.com/en-us/p/max-mara/women/80I-KOY007?ColorId=MDYw0&lvrid=_p_dLCG_gw'],80I-KOY007,80I-KOY007,greenbi padded crop jacket,"front snap button closure ribbed collar, cuffs and hem water-resistant two side pockets lined camel, silk and synthetic filling model is wearing a size 40","[['women', 'MAX MARA']]",blue_060,272.0,1090.0,['46 IT'],['46 IT'],"['https://images.lvrcdn.com/c/2024/01/05/b102966e-0261-4f90-a642-5ba9e7cd329e/f2c2016b-1874-4e44-9910-0a35a971f45e20240117111331.JPG', 'https://images.lvrcdn.com/c/2024/01/05/446581e0-6c2e-457d-a605-07bf4a5e8dbb/509ef91d-1850-42af-b793-35ef4f993d3120240122135557.JPG', 'https://images.lvrcdn.com/c/2024/01/05/446581e0-6c2e-457d-a605-07bf4a5e8dbb/3163b695-a6d7-4c48-88a0-963d5c821d2320240122135552.JPG', 'https://images.lvrcdn.com/c/2024/01/05/446581e0-6c2e-457d-a605-07bf4a5e8dbb/6772d801-8916-4fd0-af2b-edf9754edfc920240122135548.JPG', 'https://images.lvrcdn.com/c/2024/01/05/b102966e-0261-4f90-a642-5ba9e7cd329e/5aa30dfd-bebd-46ab-aa28-23f6d089946e20240117111354.JPG', 'https://images.lvrcdn.com/c/2024/01/05/b102966e-0261-4f90-a642-5ba9e7cd329e/aef5652a-7c26-4886-8eec-4cc140b8d19720240117111336.JPG', 'https://images.lvrcdn.com/c/2024/01/05/b102966e-0261-4f90-a642-5ba9e7cd329e/98957550-bf30-4d94-85bd-135c265377f320240117111342.JPG', 'https://images.lvrcdn.com/c/2024/01/05/b102966e-0261-4f90-a642-5ba9e7cd329e/170ea5b4-4570-4b85-8bcf-42964208933720240117111347.JPG']",False,False,"Main: 100% Polyester, Filling: Synthetic, Camel, Silk, Details: 85% Virgin Wool, 14% Polyamide, 1% Elastane",max mara,True,Jacket,Blue,Polyester-Wool Blend
['https://www.luisaviaroma.com/en-us/p/max-mara/women/80I-CD5059?ColorId=MDAz0&lvrid=_p_dLCG_gw'],80I-CD5059,80I-CD5059,urlo silk & cashmere long sleeve top,v neckline model is wearing a size s,"[['women', 'MAX MARA']]",camel_003,238.0,795.0,"['M', 'L', 'XL']","['M', 'L', 'XL']","['https://images.lvrcdn.com/c/2023/12/28/99a0840c-7ed6-43b8-97f6-5aea2755f484/a631773c-4313-43c3-904f-cb1e498668f020240112123245.JPG', 'https://images.lvrcdn.com/c/2023/12/28/f48c14eb-8308-418c-8b30-8a7359d61fd9/d4d0b976-456a-46a3-b1e8-68c5fbaf3fde20240119132521.JPG', 'https://images.lvrcdn.com/c/2023/12/28/f48c14eb-8308-418c-8b30-8a7359d61fd9/3abc8be1-f4c6-466f-88ea-5222c34122b420240119132526.JPG', 'https://images.lvrcdn.com/c/2023/12/28/99a0840c-7ed6-43b8-97f6-5aea2755f484/97a45e41-f22d-4656-94d6-2a5ab93f615120240112123250.JPG', 'https://images.lvrcdn.com/c/2023/12/28/99a0840c-7ed6-43b8-97f6-5aea2755f484/1ccb9b56-8aaf-4bcc-8dbd-09c78fc56bb620240112123255.JPG']",False,False,"55% Silk, 45% Cashmere",max mara,True,Top,Camel,Silk-Cashmere Blend
['https://www.luisaviaroma.com/en-us/p/max-mara/women/81I-F4V010?ColorId=MDAx0&lvrid=_p_dLCG_gw'],81I-F4V010,81I-F4V010,dinda crepe jersey pants,concealed front hook and zip closure model is wearing a size s,"[['women', 'MAX MARA']]",beige_001,675.0,675.0,"['XS', 'S', 'M', 'L', 'XL']","['M', 'XS', 'XL', 'S', 'L']","['https://images.lvrcdn.com/c/2024/11/07/014ed560-c494-46bb-b2dd-2c1597fe89f4/e680058b-3e16-4540-a835-01b4be8f2a3620241108121137.JPG', 'https://images.lvrcdn.com/c/2024/11/07/c251c9f1-654e-4077-8c55-34cf891a46b0/9f15e614-9014-4627-af96-581099e9bae720241108164252.JPG', 'https://images.lvrcdn.com/c/2024/11/07/c251c9f1-654e-4077-8c55-34cf891a46b0/7b8bf068-4d09-453f-ba96-816ba6208dc120241108164255.JPG', 'https://images.lvrcdn.com/c/2024/11/07/014ed560-c494-46bb-b2dd-2c1597fe89f4/2f89a238-b983-4ea3-b580-42ed8f0e355220241108121135.JPG', 'https://images.lvrcdn.com/c/2024/11/07/014ed560-c494-46bb-b2dd-2c1597fe89f4/2fb4695c-8f03-4ba0-8664-801f3377b3bc20241108121132.JPG']",False,False,"95% Viscose, 5% Elastane",max mara,False,Pants,Beige,Viscose-Elastane Blend
['https://www.luisaviaroma.com/en-us/p/sportmax/women/81I-50Q006?ColorId=MDA10&lvrid=_p_dMA3_gw'],81I-50Q006,81I-50Q006,angri low rise denim wide jeans,front button and concealed zip closure belt loops five pockets model is wearing a size 27,"[['women', 'SPORTMAX']]",blue_005,565.0,565.0,"['24', '25', '26', '27', '28', '29', '30']","['25', '26', '28', '30', '27', '29', '24']","['https://images.lvrcdn.com/c/2024/11/07/8a806eb5-6d2f-49b2-a82a-2bdbd1ccd24e/47002750-be93-4717-968a-026e8a035f0d20241111082902.JPG', 'https://images.lvrcdn.com/c/2024/11/07/44d528a6-781b-4b83-b1b7-a7f73007c5e5/4d0af2c1-dd77-4d6c-a628-371aa96ddfbc20241111093451.JPG', 'https://images.lvrcdn.com/c/2024/11/07/44d528a6-781b-4b83-b1b7-a7f73007c5e5/e2fca7e3-b810-4cab-9e57-50d190068ace20241111093449.JPG', 'https://images.lvrcdn.com/c/2024/11/07/8a806eb5-6d2f-49b2-a82a-2bdbd1ccd24e/96aca4cc-6566-40a0-80be-25c32e7f404520241111082900.JPG', 'https://images.lvrcdn.com/c/2024/11/07/8a806eb5-6d2f-49b2-a82a-2bdbd1ccd24e/ba9f71c1-0f15-41f0-bbff-d1d17022c58320241111082858.JPG']",False,False,100% Cotton,sportmax,False,Jeans,Blue,Cotton
['https://www.luisaviaroma.com/en-us/p/max-mara/women/79I-F4V013?ColorId=MDAx0&lvrid=_p_dLCG_gw'],79I-F4V013,79I-F4V013,canale seersucker cotton shorts,back elastic insert at waistband side zip closure two side pockets model is wearing a size 42,"[['women', 'MAX MARA']]",white_001,74.0,185.0,"['38 IT', '40 IT', '42 IT', '44 IT']","['38 IT', '42 IT', '44 IT', '40 IT']","['https://images.lvrcdn.com/c/2024/03/14/70c067e6-f369-4cfd-bb96-d32683cad964/a1bdb5e5-0839-4250-9cbe-1a5897048b9820240315104353.JPG', 'https://images.lvrcdn.com/c/2024/03/15/088a2ae5-2916-4c0b-9e01-73af49786614/a20ff47e-2afe-41fa-b74d-8327a0b35fa220240319100305.JPG', 'https://images.lvrcdn.com/c/2024/03/15/77a728d3-5fef-48c0-98e8-9821f932b1d6/13d31452-9f40-4201-bf7b-15504eac7b9f20240318162255.JPG', 'https://images.lvrcdn.com/c/2024/03/14/70c067e6-f369-4cfd-bb96-d32683cad964/208a301d-32ba-4b9d-b120-a1b72de7f50d20240315104350.JPG', 'https://images.lvrcdn.com/c/2024/03/14/70c067e6-f369-4cfd-bb96-d32683cad964/f38e30a8-865c-4580-b5e5-dfe97253b3e020240315104346.JPG']",False,False,100% Cotton,max mara,True,Shorts,White,Cotton
['https://www.luisaviaroma.com/en-us/p/max-mara/women/80I-50R060?ColorId=MDAy0&lvrid=_p_dLCG_gw'],80I-50R060,80I-50R060,boemia grain de poudre wool blazer,front button closure tassel details button cuffs one breast pocket two front pockets model is wearing a size 42 made in italy,"[['women', 'MAX MARA']]",black_002,645.0,2150.0,['34 IT'],['34 IT'],"['https://images.lvrcdn.com/c/2024/05/07/38d5d61e-63d9-40f6-af91-dc44e2efbc20/e5bdd782-2dd8-4381-9bb2-59ffead9b39e20240508122628.JPG', 'https://images.lvrcdn.com/c/2024/05/07/d87549e6-2973-416f-a25d-b904af173774/28f70aa0-9f32-4679-ab15-4b3d8c50afb920240508085735.JPG', 'https://images.lvrcdn.com/c/2024/05/07/d87549e6-2973-416f-a25d-b904af173774/be2752e6-4f43-4817-981a-f74b3f8c765820240508085732.JPG', 'https://images.lvrcdn.com/c/2024/05/07/38d5d61e-63d9-40f6-af91-dc44e2efbc20/5b33afd8-b19c-4e61-a4f7-0258bed520e020240508122615.JPG', 'https://images.lvrcdn.com/c/2024/05/07/38d5d61e-63d9-40f6-af91-dc44e2efbc20/17676af1-5abf-4706-9936-50b77ea1440820240508122601.JPG', 'https://images.lvrcdn.com/c/2024/05/07/38d5d61e-63d9-40f6-af91-dc44e2efbc20/7c896220-3e4b-46fb-81bc-73c0f9d3944c20240508122608.JPG', 'https://images.lvrcdn.com/c/2024/05/07/38d5d61e-63d9-40f6-af91-dc44e2efbc20/2b94ff01-7a8d-4769-95ac-acd593e2afd520240508122622.JPG']",False,False,100% Virgin Wool,max mara,True,Blazer,Black,Virgin Wool
['https://www.luisaviaroma.com/en-us/p/max-mara/women/80I-XZ9006?ColorId=MDMz0&lvrid=_p_dLCG_gw'],80I-XZ9006,80I-XZ9006,20mm leather lace-up shoes,20mm heel leather upper front adjustable strap with buckle closure front lace-up closure leather lining and insole leather sole made in italy,"[['women', 'MAX MARA']]",burgundy_033,358.0,895.0,"['37.5 IT', '38 IT', '39 IT']","['38 IT', '37.5 IT', '39 IT']","['https://images.lvrcdn.com/c/2024/10/09/c2926aca-e16f-4341-a602-de9c775d624b/30a5cd1e-e623-4096-a1a1-54d9ae7cfd2820241010134244.JPG', 'https://images.lvrcdn.com/c/2024/10/14/968a37cb-5da5-4f8d-b5a5-8592e8f6fce8/2387e73d-6126-4766-aa87-806149b8937e20241015112514.JPG', 'https://images.lvrcdn.com/c/2024/10/09/c2926aca-e16f-4341-a602-de9c775d624b/5ba8bc2f-f3d1-4767-b03e-eb7a616a497620241010134240.JPG', 'https://images.lvrcdn.com/c/2024/10/09/c2926aca-e16f-4341-a602-de9c775d624b/610bb918-5326-4671-96a2-b4c82969ae5520241010134237.JPG', 'https://images.lvrcdn.com/c/2024/10/09/c2926aca-e16f-4341-a602-de9c775d624b/b3806cb0-4c99-4ac3-8e17-8a72c03d601d20241010134234.JPG']",False,False,100% Calf,max mara,True,Shoes,Burgundy,Calf Leather
