url,product_id,ref,main_title,description,full_path,color,current_price,previous_price,available_sizes,all_sizes,images,outlet_color,excluweb_color,material,brand,discounted,Category,Color,Material
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/casual-jackets/petalo-hooded-camel-hair-and-silk-blend-jacket/1647597341004761'],1647597341004761,1647597341004761,petalo hooded camel hair and silk-blend jacket,"max mara's 'petalo' jacket is italian-made from a blend of camel hair and silk that boasts warm, insulating properties. it's designed in a boxy shape that will layer nicely over knitwear and has a leather zipper adorned with a gold-tone 'm'. the full lining ensures a smooth fit.",[['Max Mara']],camel,1434.0,2390.0,['M/L'],"['S/M', 'M/L']","['https://www.net-a-porter.com/variants/images/1647597341004761/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597341004761/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597341004761/fr/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597341004761/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597341004761/cu/w600_q80.jpg']",False,False,"Lightbrown camel hair and silkblend  Zip fastening through front  88% camel hair, 12% silk; lining1: 100% cashmere; lining2: 100% viscose  Dry clean",max mara,True,Jacket,Camel,Camel Hair and Silk Blend
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/round-neck/pico-cable-knit-cashmere-sweater/1647597341004737'],1647597341004737,1647597341004737,pico cable-knit cashmere sweater,"italian label max mara has mastered a winning formula over the past seven decades, designing chic, timeless pieces that are well-crafted and easy to adapt in any wardrobe. this 'pico' sweater, for example, is crafted from soft cashmere and knitted with a classic cable down the front. rolled edges give it a relaxed, homemade feel.",[['Max Mara']],beige,805.0,1150.0,"['medium', 'large', 'x large']","['medium', 'x large', 'large', 'small', 'x small']","['https://www.net-a-porter.com/variants/images/1647597341004737/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597341004737/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597341004737/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597341004737/cu/w600_q80.jpg']",False,False,Beige cashmere  Slips on  100% cashmere  Hand wash or dry clean,max mara,True,Sweater,Beige,Cashmere
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/casual-jackets/mattia-belted-cotton-blend-corduroy-jacket/1647597341004735'],1647597341004735,1647597341004735,mattia belted cotton-blend corduroy jacket,max mara's 'mattia' jacket works equally well solo or layered over a blouse or tank. it's cut for a loose fit from cotton-blend corduroy and has oversized front pockets and a coordinating belt to define your waist.,[['Max Mara']],green,795.0,1590.0,['6'],"['4', '6', '8', '10']","['https://www.net-a-porter.com/variants/images/1647597341004735/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597341004735/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597341004735/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597341004735/cu/w600_q80.jpg']",False,False,"Armygreen cottonblend corduroy  Snap fastenings through front  98% cotton, 2% elastane  Machine wash or dry clean",max mara,True,Jacket,Green,Cotton Blend Corduroy
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/midi/editore-satin-midi-skirt/1647597337802789'],1647597337802789,1647597337802789,editore satin midi skirt,max mara's 'editore' skirt is made from satin in a pretty 'powder' shade and has a beautiful luster. it's fitted with a drawstring waistband that creates a gathered effect and gently skims the hips before falling to a floaty midi hem.,[['Max Mara']],baby pink,363.0,725.0,"['4', '6', '8', '12', '14', '16', '18']","['4', '18', '6', '12', '14', '16', '10', '8']","['https://www.net-a-porter.com/variants/images/1647597337802789/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337802789/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337802789/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337802789/cu/w600_q80.jpg']",False,False,"Blush satin  Pull on  86% triacetate,14% polyester  Machine wash or dry clean  Designer color: Powder",max mara,True,Skirt,Baby Pink,Satin
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/round-neck/leisure-favella-metallic-ribbed-knit-sweater/1647597330163016'],1647597330163016,1647597330163016,leisure favella metallic ribbed-knit sweater,max mara's 'leisure' collection is filled with staples that'll work day and night. this 'favella' sweater is made from ribbed-knit woven with silver threads that glisten subtly. switching from jeans to leather pants will completely transform it.,[['Max Mara']],silver,285.0,475.0,"['medium', 'small', 'large', 'x small', 'x large']","['medium', 'small', 'large', 'x small', 'x large']","['https://www.net-a-porter.com/variants/images/1647597330163016/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330163016/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330163016/fr/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330163016/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330163016/cu/w600_q80.jpg']",False,False,"Gray and silver ribbedknit  Slips on  62% viscose, 24% polyester, 10% polyamide, 4% metallic fibers  Hand wash",max mara,True,Sweater,Silver,Ribbed Knit
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/maxi/carbone-wrap-effect-camel-hair-maxi-skirt/1647597313817704'],1647597313817704,1647597313817704,carbone wrap-effect camel hair maxi skirt,"nearly every look on max mara's fall '23 runway incorporated camel hair, which appeared in different compositions and colorways throughout the collection. made from the versatile material, this 'carbone' maxi skirt has a wrap-effect design that appears purposely undone at the front and has a partially elasticated waist. wear yours as part of a tonal outfit.",[['Max Mara']],camel,930.0,1860.0,['12'],"['6', '12', '14', '10', '8']","['https://www.net-a-porter.com/variants/images/1647597313817704/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597313817704/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597313817704/fr/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597313817704/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597313817704/rw/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597313817704/cu/w600_q80.jpg']",False,False,Tan camel hair  Snap fastenings at front  100% camel hair  Dry clean,max mara,True,Skirt,Camel,Camel Hair
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/midi/satin-midi-skirt/1647597341004701'],1647597341004701,1647597341004701,satin midi skirt,"max mara's satin midi skirt has a '90s flair, yet still feels really fresh and modern. it's cut to skim over your hips and has a crinkled finish for texture. you can style the off-white shade with earthy neutrals just as easily as bright shades.",[['Max Mara']],white,177.0,295.0,"['18', '16', '14']","['10', '2', '12', '8', '4', '6', '18', '16', '14']","['https://www.net-a-porter.com/variants/images/1647597341004701/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597341004701/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597341004701/fr/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597341004701/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597341004701/cu/w600_q80.jpg']",False,False,Offwhite satin  Slips on  100% acetate  Dry clean<br><br>Large to size. See Size & Fit notes.,max mara,True,Midi Skirt,White,Satin
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/midi-dresses/banjo-silk-satin-midi-dress/1647597354724487'],1647597354724487,1647597354724487,banjo silk-satin midi dress,"max mara’s effortless minimalism will always be in style. modeled on a classic slip dress, this 'banjo' style is made from panels of silk-satin that are cut on the bias for a beautiful drape. it skims the figure before falling to a floaty midi hem.",[['Max Mara']],camel,1050.0,1050.0,['12'],"['10', '12', '8', '4', '6', '18', '16', '14']","['https://www.net-a-porter.com/variants/images/1647597354724487/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597354724487/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597354724487/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597354724487/cu/w600_q80.jpg']",False,False,Camel silk  Slips on  100% silk  Dry clean,max mara,False,Midi Dress,Camel,Silk
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/round-neck/moxa-bow-detailed-striped-ribbed-wool-sweater/1647597354711155'],1647597354711155,1647597354711155,moxa bow-detailed striped ribbed wool sweater,max mara's 'moxa' sweater embraces a nautical timeless theme. it's knitted from wool and has a contrasting bow-adorned boat neckline - match your lipstick to the crimson shade.,[['Max Mara']],navy,625.0,625.0,"['medium', 'large', 'x large']","['medium', 'x large', 'large', 'small', 'x small']","['https://www.net-a-porter.com/variants/images/1647597354711155/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597354711155/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597354711155/fr/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597354711155/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597354711155/cu/w600_q80.jpg']",False,False,"Navy, white and crimson wool  Slips on  100% wool  Hand wash or dry clean",max mara,False,Sweater,Navy,Wool
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/midi-dresses/scrivia-ribbed-wool-midi-dress/1647597341004700'],1647597341004700,1647597341004700,scrivia ribbed wool midi dress,"with comfort at its core, max mara's 'leisure' collection mirrors the sophistication of the label's main line. this 'scrivia' midi dress is knitted from wool in a rich chocolate hue and finished with defined ribbed trims.",[['Max Mara']],brown,339.0,565.0,"['small', 'x large']","['medium', 'large', 'x large', 'small', 'x small']","['https://www.net-a-porter.com/variants/images/1647597341004700/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597341004700/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597341004700/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597341004700/cu/w600_q80.jpg']",False,False,Chocolate wool  Slips on  100% wool  Hand wash or dry clean,max mara,True,Midi Dress,Brown,Wool
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/round-neck/leisure-favella-metallic-ribbed-knit-sweater/1647597330163035'],1647597330163035,1647597330163035,leisure favella metallic ribbed-knit sweater,max mara's 'leisure' collection is filled with staples that'll work day and night. this 'favella' sweater is made from ribbed-knit woven with silver threads that glisten subtly. switching from jeans to leather pants will completely transform it.,[['Max Mara']],red,285.0,475.0,"['medium', 'small', 'large', 'x small', 'x large']","['medium', 'small', 'large', 'x small', 'x large']","['https://www.net-a-porter.com/variants/images/1647597330163035/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330163035/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330163035/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330163035/cu/w600_q80.jpg']",False,False,"Burgundy and silver ribbedknit  Slips on  62% viscose, 24% polyester, 10% polyamide, 4% metallic fibers  Hand wash  Designer color: Wine",max mara,True,Sweater,Red,Ribbed Knit
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/midi-dresses/leisure-faraone-plisse-crepe-midi-dress/1647597337813678'],1647597337813678,1647597337813678,leisure faraone plissé-crepe midi dress,"max mara's 'leisure' collection exudes the same elegance and polish as the main line, while focusing on relaxed designs. cut from plissé-crepe, this 'faraone' dress has a mock neck and dropped shoulders. wear yours with flat sandals.",[['Max Mara']],blue,201.0,335.0,"['x small', 'small']","['medium', 'small', 'large', 'x small', 'x large']","['https://www.net-a-porter.com/variants/images/1647597337813678/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337813678/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337813678/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337813678/cu/w600_q80.jpg']",False,False,Teal plissécrepe  Concealed button fastenings along back  100% polyester  Hand wash,max mara,True,Midi Dress,Blue,Plissé Crepe
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/tapered/pegno-cady-tapered-pants/8008779905312720'],8008779905312720,8008779905312720,pegno cady tapered pants,"max mara's high-rise 'pegno' pants are tailored from slightly stretchy white cady, so they're both comfortable and chic. they're cut for a slim fit and have a neat pressed crease along each tapered leg. wear yours with a tonal top or blazer.",[['Max Mara']],white,595.0,595.0,"['10', '12', '8', '4', '18', '16', '14']","['10', '2', '12', '8', '4', '6', '18', '16', '14']","['https://www.net-a-porter.com/variants/images/8008779905312720/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/8008779905312720/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/8008779905312720/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/8008779905312720/cu/w600_q80.jpg']",False,False,"White cady  Concealed button, hook and zip fastening at front  84% viscose, 11% polyamide, 5% elastane  Dry clean  Imported",max mara,False,Pants,White,Cady
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/t-shirts/cambusa-plisse-chiffon-top/1647597337813650'],1647597337813650,1647597337813650,cambusa plissé-chiffon top,"easy, elegant and minimal are three words that define max mara's 'leisure' collection. this 'cambusa' top is cut from plissé-chiffon in a floaty shape and has a boat neckline framed by cap sleeves. wear yours with tonal tailoring.",[['Max Mara']],navy,135.0,225.0,"['x large', 'large', 'x small']","['medium', 'small', 'large', 'x small', 'x large']","['https://www.net-a-porter.com/variants/images/1647597337813650/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337813650/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337813650/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337813650/cu/w600_q80.jpg']",False,False,Navy plisséchiffon  Slips on  100% polyester  Hand wash,max mara,True,Top,Navy,Plissé Chiffon
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/cardigans/gestro-belted-wool-and-cashmere-blend-cardigan/1647597341004733'],1647597341004733,1647597341004733,gestro belted wool and cashmere-blend cardigan,max mara's longline 'gestro' cardigan is knitted from a fine blend of wool and cashmere in a gorgeous 'hazelnut' mélange. it comes with a detachable belt so you can adjust the shape and has two sizable patch pockets. style it over tees and knitwear - it looks especially chic with the matching vest.,[['Max Mara']],brown,834.0,1390.0,"['medium', 'large']","['small', 'medium', 'large', 'x small']","['https://www.net-a-porter.com/variants/images/1647597341004733/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597341004733/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597341004733/fr/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597341004733/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597341004733/cu/w600_q80.jpg']",False,False,"Beige mélange wool and cashmereblend  Slips on  70% wool, 30% cashmere  Hand wash or dry clean  Designer color: Hazelnut",max mara,True,Cardigan,Brown,Wool and Cashmere Blend
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/shirts/cotton-blend-poplin-shirt/1647597344654286'],1647597344654286,1647597344654286,cotton-blend poplin shirt,max mara's shirt is made from crisp cotton-blend poplin and has a split placket and subtle blouson sleeves. the curved hem tucks nicely into jeans and tailoring alike.,[['Max Mara']],black,348.0,695.0,"['6', '8', '10', '12', '14', '16', '18']","['18', '6', '12', '14', '16', '10', '8']","['https://www.net-a-porter.com/variants/images/1647597344654286/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597344654286/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597344654286/fr/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597344654286/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597344654286/cu/w600_q80.jpg']",False,False,"Black cottonblend poplin  Slips on  97% cotton, 3% elastane  Machine wash",max mara,True,Shirt,Black,Cotton Blend Poplin
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/knee-length/tondo-double-breasted-coated-cotton-coat/32027475399365340'],32027475399365340,32027475399365340,tondo double-breasted coated-cotton coat,"max mara's 'tondo' coat will brighten even the dreariest of days. made in italy from yellow coated-cotton, it's cut in a loose-fitting, short-sleeve silhouette. style yours with the coordinating skirt and top.",[['Max Mara']],yellow,627.0,2090.0,"['4', '6', '12']","['4', '6', '12', '10', '8']","['https://www.net-a-porter.com/variants/images/32027475399365340/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/32027475399365340/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/32027475399365340/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/32027475399365340/cu/w600_q80.jpg']",False,False,Yellow coatedcotton   Button fastenings through doublebreasted front  100% cotton; buttons: 100% horn (Cow)  Machine wash,max mara,True,Coat,Yellow,Coated Cotton
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/long/ludmilla-belted-cashmere-coat/1647597337800879'],1647597337800879,1647597337800879,ludmilla belted cashmere coat,"with its laidback allure, max mara's 'ludmilla' coat is part of the 'icon' collection which the label reintroduces each season in fresh new shades. it's handcrafted from the softest cashmere to fluidly drape over your frame and has kimono-inspired sleeves. cinch the waist with the tonal self-tie belt.",[['Max Mara']],brown,6890.0,6890.0,"['16', '14']","['10', '12', '8', '4', '6', '16', '14']","['https://www.net-a-porter.com/variants/images/1647597337800879/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337800879/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337800879/fr/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337800879/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337800879/cu/w600_q80.jpg']",False,False,Brown cashmere  Slips on  100% cashmere  Dry clean,max mara,False,Coat,Brown,Cashmere
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/maxi-dresses/gerla-off-the-shoulder-stretch-jersey-maxi-dress/1647597337802995'],1647597337802995,1647597337802995,gerla off-the-shoulder stretch-jersey maxi dress,max mara's designs are sleek yet understated. this off-the-shoulder 'gerla' dress is made from figure-skimming stretch-jersey and flares out to an asymmetric hem. dress it up with strappy heels or down with knee boots.,[['Max Mara']],black,561.0,935.0,"['8', '10', '14']","['4', '6', '12', '14', '10', '8']","['https://www.net-a-porter.com/variants/images/1647597337802995/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337802995/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337802995/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337802995/cu/w600_q80.jpg']",False,False,"Black stretchjersey  Slips on  91% viscose, 9% elastane; lining: 94% polyamide, 6% elastane  Dry clean<br><br>Small to size. See Size & Fit notes.",max mara,True,Maxi Dress,Black,Stretch Jersey
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/wide-leg/piombo-pleated-wool-wide-leg-pants/1647597337802683'],1647597337802683,1647597337802683,piombo pleated wool wide-leg pants,max mara's 'piombo' pants are tailored from wool in a rich cream color the label calls 'vanilla'. complete the set with the matching jacket and tonal heels.,[['Max Mara']],white,486.0,810.0,"['6', '14', '18']","['18', '4', '6', '12', '14', '16', '10', '8']","['https://www.net-a-porter.com/variants/images/1647597337802683/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337802683/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337802683/fr/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337802683/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597337802683/cu/w600_q80.jpg']",False,False,"Cream wool  Concealed button, hook and zip fastening at front  100% virgin wool; lining: 95% acetate, 5% elastane  Machine wash  Designer color: Vanilla",max mara,True,Pants,White,Wool
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/cardigans/mabel-cable-knit-wool-and-cashmere-blend-cardigan/1647597354711104'],1647597354711104,1647597354711104,mabel cable-knit wool and cashmere-blend cardigan,timeless style sits at the core of every max mara collection. this 'mabel' zip-up cardigan is cable-knitted from a sumptuous wool and cashmere-blend and has a cozy turtleneck when fully zipped. layer yours over a simple tank.,[['Max Mara']],brown,975.0,975.0,"['x large', 'large', 'medium', 'xx large']","['medium', 'small', 'large', 'x small', 'x large', 'xx large']","['https://www.net-a-porter.com/variants/images/1647597354711104/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597354711104/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597354711104/fr/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597354711104/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597354711104/cu/w600_q80.jpg']",False,False,"Brown wool and cashmereblend  Twoway zip fastening through front  70% wool, 30% cashmere  Hand wash",max mara,False,Cardigan,Brown,Wool and Cashmere Blend
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/casual-jackets/the-cube-quilted-shell-down-jacket/1647597330153033'],1647597330153033,1647597330153033,the cube quilted shell down jacket,"max mara's 'the cube' line focuses on innovative outerwear to keep you warm on the chilliest days. this jacket has been made in italy from glossy shell and quilted to evenly distribute the down filling. the loose, collarless design lends itself beautifully to layering.",[['Max Mara']],brown,894.0,1490.0,"['8', '10', '12']","['4', '18', '12', '14', '16', '10', '8']","['https://www.net-a-porter.com/variants/images/1647597330153033/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330153033/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330153033/fr/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330153033/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330153033/cu/w600_q80.jpg']",False,False,"Lightbrown shell  Button fastenings through front  100% polyamide; filling: 90% down, 10% feathers (Goose)  Machine wash",max mara,True,Jacket,brown,"Polyamide (Shell), Down and Feathers (Filling)"
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/blazers/boemia-linen-twill-blazer/1647597328926253'],1647597328926253,1647597328926253,boemia linen-twill blazer,"on days where there's blue skies ahead for weddings, races and beyond, max mara's 'boemia' blazer will be your chicest option. tailored from linen-twill, it has an effortless fit. wear it as a suit with the matching pants and carry a just-as-timeless clutch.",[['Max Mara']],ivory,954.0,1590.0,"['4', '16', '14', '12']","['10', '12', '8', '4', '6', '18', '16', '14']","['https://www.net-a-porter.com/variants/images/1647597328926253/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597328926253/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597328926253/fr/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597328926253/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597328926253/cu/w600_q80.jpg']",False,False,"Ivory linentwill  Button fastening at front  100% linen; buttons: 100% horn (Cow); lining: 50% cotton, 50% viscose  Dry clean",max mara,True,Blazer,ivory,Linen
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/bikini-bottoms/beachwear-stefy-bikini-briefs/1647597330153291'],1647597330153291,1647597330153291,beachwear stefy bikini briefs,max mara's 'stefy' briefs come in a rich chocolate shade that matches the coordinating 'anika' top in our edit. they're cut from smoothing stretch fabric for medium coverage and have adjustable side ties so you can perfect the fit.,[['Max Mara']],brown,60.0,120.0,"['medium', 'x large']","['medium', 'large', 'x large', 'small', 'x small']","['https://www.net-a-porter.com/variants/images/1647597330153291/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330153291/fr/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330153291/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330153291/cu/w600_q80.jpg']",False,False,"Brown stretchpolyamide  Ties at sides  90% polyamide, 10% elastane  Hand wash  Lotion, sunscreen, oil and chlorine can cause discoloration of this item; this is not a manufacturing defect. Please follow care instructions to keep your swimwear in the best condition",max mara,True,Bikini Briefs,brown,Polyamide and Elastane
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/maxi/ridente-asymmetric-draped-jersey-skirt/1647597354715047'],1647597354715047,1647597354715047,ridente asymmetric draped jersey skirt,"max mara's 'ridente' skirt is gathered through the front, ensuring the jersey fabric drapes off the hips nicely. it has a generous front split and sits on your waist.",[['Max Mara']],black,995.0,995.0,"['10', '12', '8', '6', '16', '14']","['10', '12', '8', '6', '18', '16', '14']","['https://www.net-a-porter.com/variants/images/1647597354715047/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597354715047/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597354715047/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597354715047/cu/w600_q80.jpg']",False,False,"Black jersey  Concealed zip fastening along side  86% polyamide, 24% elastane  Hand wash or dry clean",max mara,False,Skirt,black,Polyamide and Elastane
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/cardigans/leisure-olindo-wool-top-and-cardigan-set/1647597330153320'],1647597330153320,1647597330153320,leisure olindo wool top and cardigan set,"worn together, max mara's 'olindo' top and cardigan feel so polished. from the 'leisure' line that focuses on comfortable yet elegant staples, both pieces are knitted from soft gray wool and finely ribbed for shape.",[['Max Mara']],gray,348.0,695.0,"['x small', 'small']","['medium', 'x large', 'large', 'small', 'x small']","['https://www.net-a-porter.com/variants/images/1647597330153320/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330153320/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330153320/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330153320/cu/w600_q80.jpg']",False,False,"Gray wool  Slips on, button fastenings through front   100% wool  Hand wash",max mara,True,Top and Cardigan Set,gray,Wool
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/long/asburgo-oversized-wool-and-cashmere-blend-coat/1647597344660677'],1647597344660677,1647597344660677,asburgo oversized wool and cashmere-blend coat,"when it comes to timeless, luxurious outerwear, max mara really shines. this 'asburgo' coat has been tailored in italy from a wool and cashmere-blend and has an enveloping, oversized shape. cinch yours with a leather waist belt.",[['Max Mara']],dark gray,3534.0,5890.0,"['4', '6']","['4', '6', '12', '10', '8']","['https://www.net-a-porter.com/variants/images/1647597344660677/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597344660677/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597344660677/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597344660677/rw/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597344660677/cu/w600_q80.jpg']",False,False,"Darkgray wool and cashmereblend   Slips on   70% wool, 30% cashmere   Dry clean",max mara,True,Coat,dark gray,Wool and Cashmere
['https://www.net-a-porter.com/en-us/shop/product/max-mara/clothing/midi/leisure-alessio-crinkled-satin-midi-skirt/1647597330163036'],1647597330163036,1647597330163036,leisure alessio crinkled-satin midi skirt,"max mara's 'leisure' collection is filled with elevated classics like this 'alessio' skirt. cut from glossy crinkled-satin, it drapes across your hips before falling to an elegant midi hem.",[['Max Mara']],light green,143.0,285.0,['14'],"['4', '18', '6', '12', '14', '16', '2', '10', '8']","['https://www.net-a-porter.com/variants/images/1647597330163036/in/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330163036/ou/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330163036/bk/w600_q80.jpg', 'https://www.net-a-porter.com/variants/images/1647597330163036/cu/w600_q80.jpg']",False,False,Armygreen crinkledsatin  Slips on  100% acetate  Dry clean<br><br>Large to size. See Size & Fit notes.,max mara,True,Midi Skirt,light green,Acetate
