url,product_id,ref,main_title,description,full_path,color,current_price,previous_price,available_sizes,all_sizes,images,outlet_color,excluweb_color,material,brand,discounted
['https://us.maxmara.com/p-1771025806005-blocco-black'],1771025806005,1771025806,technical jersey pencil skirt,long skirt in soft technical jersey fabric featuring a pencil cut with an overlapping central back slit. branded ribbon internal trims and hand-stitch detail. high-cut waistband and a concealed back zip.,"[['Homepage', 'Clothing', 'Clothing', 'Technical jersey pencil skirt']]",black,645.0,645.0,"['XS', 'S', 'L', 'M', 'XL']","['XS', 'S', 'L', 'M', 'XL']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/1771025806/005/s3master/1771025806005-a-blocco_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/1771025806/005/s3details/1771025806005-b-blocco_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/1771025806/005/s3details/1771025806005-d-blocco_normal.jpg#product']",False,False,"80% polyamide, 20% elastane.",max mara,False
['https://us.maxmara.com/p-2041015106013-mendoza-black'],2041015106013,2041015106,wool micro bomber jacket,"micro bomber jacket in pure wool double fabric with partial double stitching. the silhouette is softly rounded, featuring a crew neck, deeply dropped shoulders and ribbed knit detailing on the belt. the three-dimensional darts at the front cinch the figure. lined. regular fit.","[['Homepage', 'Coats and Jackets', 'Coats and Jackets', 'Jackets and blazers ', 'Jackets and blazers ', 'Wool micro bomber jacket']]",black,995.0,995.0,"['4', '6', '12', '0', '8', '2', '10', '14']","['4', '6', '12', '0', '8', '10', '2', '14']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/2041015106/013/s3master/2041015106013-a-mendoza_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/2041015106/013/s3details/2041015106013-b-mendoza_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/2041015106/013/s3details/2041015106013-d-mendoza_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/2041015106/013/s3details/2041015106013-e-mendoza_normal.jpg#product']",False,False,"Fabric 100% virgin wool; - except joining thread; with knitted details 85% virgin wool, 13% polyester, 2% elastane.",sportmax,False
['https://us.maxmara.com/p-5071015106001-vivetta-beige'],5071015106001,5071015106,water-repellent gabardine trench coat set,"trench coat set made of water-repellent cotton gabardine, with a jacket and double-breasted sleeveless top to be worn together or individually. the jacket features a boxy cut, lapel collar, oversized patch pockets, epaulettes on the shoulders and cuff straps. the flared-line, double-breasted sleeveless top has classic trench coat details: horn-effect buttons, a belt to tie at the waist with a buckle, and welt pockets.","[['Homepage', 'Coats and Jackets', 'Coats and Jackets', 'Trench', 'Trench', 'Water-repellent gabardine trench coat set']]",beige,1235.0,1235.0,"['4', '6', '12', '0', '16', '8', '2', '10', '14']","['4', '6', '12', '0', '16', '8', '10', '2', '14']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/5071015106/001/s3master/5071015106001-a-vivetta_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/5071015106/001/s3details/5071015106001-b-vivetta_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/5071015106/001/s3details/5071015106001-d-vivetta_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/5071015106/001/s3details/5071015106001-e-vivetta_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/5071015106/001/s3details/5071015106001-f-vivetta_normal.jpg#product']",False,False,"Raincoat fabric 100% cotton; lining 50% polyester, 50% viscose. Coat without sleeves fabric 100% cotton; lining 100% cotton.",weekend max mara,False
['https://us.maxmara.com/p-5011015106049-civada-pink'],5011015106049,5011015106,double-faced wool-blend robe coat,"midi robe coat in fine hand-sewn double-faced wool-blend fabric. the unlined model boasts a lapel collar, long kimono sleeves on the front and raglan sleeves at the back. it is also embellished with welt side pockets and a matching tie belt at the waist.","[['Homepage', 'Coats and Jackets', 'Coats and Jackets', 'Coats', 'Coats', 'Double-faced wool-blend robe coat']]",pink,950.0,950.0,"['2', '4', '6', '8', '10', '12', '14']","['14', '12', '0', '8', '16', '10', '2', '6', '4']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/5011015106/049/s3master/5011015106049-a-civada_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/5011015106/049/s3details/5011015106049-b-civada_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/5011015106/049/s3details/5011015106049-d-civada_normal.jpg#product']",False,False,"Fabric 90% virgin wool, 10% polyamide; - except joining thread.",weekend max mara,False
['https://us.maxmara.com/p-1361125106007-elvira-black'],1361125106007,1361125106,wool and cashmere decorative-stitch knit jumper,"crew-neck jumper in a luxurious wool and cashmere yarn, distinguished by a particular honeycomb stitch that highlights the streamlined fit. the style is cropped to the waist and features long sleeves with wide volumes at the cuffs. ribbed trim.","[['Homepage', 'Clothing', 'Clothing', 'Knitwear', 'Knitwear', 'Wool and cashmere decorative-stitch knit jumper']]",black,765.0,765.0,"['S', 'L', 'M', '2XL', 'XL']","['XS', 'S', 'L', 'M', '2XL', 'XL']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/1361125106/007/s3master/1361125106007-a-elvira_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/1361125106/007/s3details/1361125106007-b-elvira_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/1361125106/007/s3details/1361125106007-d-elvira_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/1361125106/007/s3details/1361125106007-e-elvira_normal.jpg#product']",False,False,"70% wool, 30% cashmere.",max mara,False
['https://us.maxmara.com/p-1046104106009-quorum-powder'],1046104106009,1046104106,radzimir boxy jacket,"boxy jacket in radzimir fabric, cropped to the waist, with a shirt collar and large patch pockets on the chest. unlined model with long sleeves and dropped shoulders, shirt cuffs and side slits at the hem. concealed button front closure, with just the top button visible.","[['Homepage', 'Coats and Jackets', 'Coats and Jackets', 'Jackets and blazers ', 'Jackets and blazers ', 'Radzimir boxy jacket']]",powder,735.0,1050.0,"['4', '6', '12', '0', '16', '8', '2', '10', '14']","['4', '6', '12', '0', '16', '8', '10', '2', '14']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1046104106/009/s3master/1046104106009-a-quorum_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1046104106/009/s3details/1046104106009-b-quorum_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1046104106/009/s3details/1046104106009-d-quorum_normal.jpg#product']",False,False,100% polyester.,max mara,True
['https://us.maxmara.com/p-2366054206008-derris-black'],2366054206008,2366054206,directional rib mock-polo-neck sweater,mock polo-neck sweater in pure wool yarn featuring a feminine fit-defining directional rib-knit pattern. the slim-fit model boasts sheer yarn cuff detail to create a contrasting band. above-hip-length model.,"[['Homepage', 'Clothing', 'Clothing', 'Knitwear', 'Knitwear', 'Directional rib mock-polo-neck sweater']]",black,535.0,765.0,"['XS', 'S', 'L', 'M', 'XL']","['XS', 'S', 'L', 'M', 'XL']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/2366054206/008/s3master/2366054206008-a-derris_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/2366054206/008/s3details/2366054206008-b-derris_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/2366054206/008/s3details/2366054206008-d-derris_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/2366054206/008/s3details/2366054206008-e-derris_normal.jpg#product']",False,False,Knitted fabric 100% virgin wool; hems 100% polyamide.,sportmax,True
['https://us.maxmara.com/p-1011095106001-nogara-sand'],1011095106001,1011095106,double-breasted wool and cashmere coat,"midi double-breasted coat in a luxurious mélange wool and cashmere double cloth. unlined, with a slightly oversized line, a lapel collar, long sleeves with dropped shoulders and buttoned cuffs with cuff strap. hand-warmer welt pockets and lower patch pockets with flap on the front. finished with a central slit at the back. button fastening.","[['Homepage', 'Coats and Jackets', 'Coats and Jackets', 'Coats', 'Coats', 'Double-breasted wool and cashmere coat']]",sand,5390.0,5390.0,"['4', '6', '8', '10', '2']","['4', '6', '12', '0', '16', '8', '10', '2', '14']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/1011095106/001/s3master/1011095106001-a-nogara_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/1011095106/001/s3details/1011095106001-b-nogara_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/1011095106/001/s3details/1011095106001-d-nogara_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/1011095106/001/s3details/1011095106001-e-nogara_normal.jpg#product']",False,False,"Fabric 70% virgin wool, 30% cashmere; - except joining thread.",max mara,False
['https://us.maxmara.com/p-5546334406014-siam-light-blue'],5546334406014,5546334406,printed silk scarf,square scarf in fine printed pure silk twill fabric featuring signature collection patterns. size: 67 x 67 cm.,"[['Homepage', 'Accessories', 'Accessories', 'Scarves and foulards', 'Scarves and foulards', 'Printed silk scarf']]",blue,67.0,135.0,['ONE SIZE'],['ONE SIZE'],"['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5546334406/014/s3master/5546334406014-a-siam_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5546334406/014/s3details/5546334406014-d-siam_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5546334406/014/s3details/5546334406014-e-siam_normal.jpg#product']",False,False,100% silk.,weekend max mara,True
['https://us.maxmara.com/p-5516124506001-danila-white'],5516124506001,5516124506,small rhinestone pasticcino bag,"the small pasticcino bag is the awesome clutch that will add a personal, captivating touch to your everyday style. the model is covered entirely in glass micro rhinestone detail, and also boasts resin spheres, in addition to a striped twill interior with a handy storage pocket. the chain shoulder strap with leather detail, which can be removed via the branded clasps and retractable hooks at the top, allows for crossbody or handheld use, to create a versatile, on-trend outfit. the iconic clutch-style kiss lock clasp is embellished with an engraved butterfly logo and the weekend max mara logo. branded inner label. size: 19 x 10 x 15 cm.","[['Homepage', 'Bags and Shoes', 'Bags and Shoes', 'Bags', 'Bags', 'Small rhinestone Pasticcino Bag']]",white,212.0,425.0,['ONE SIZE'],['ONE SIZE'],"['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5516124506/001/s3master/5516124506001-a-danila_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5516124506/001/s3details/5516124506001-b-danila_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5516124506/001/s3details/5516124506001-c-danila_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5516124506/001/s3details/5516124506001-d-danila_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5516124506/001/s3details/5516124506001-e-danila_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5516124506/001/s3details/5516124506001-f-danila_normal.jpg#product']",False,False,Handbag in 100% polyester; decorations in glass; lining in 100%polyester.,weekend max mara,True
['https://us.maxmara.com/p-1161015806044-filly-mauve'],1161015806044,1161015806,silk satin top,sleeveless top in fine pure silk satin fabric featuring a figure-skimming cut with wide shoulder straps and a plunging round front neckline. the rounded hem is embellished with topstitching detail and overlapping side slits.,"[['Homepage', 'Clothing', 'Clothing', 'Silk satin top']]",mauve,535.0,535.0,"['4', '6', '12', '0', '16', '8', '2', '10', '14']","['4', '6', '12', '0', '16', '8', '10', '2', '14']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/1161015806/044/s3master/1161015806044-a-filly_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/1161015806/044/s3details/1161015806044-b-filly_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/1161015806/044/s3details/1161015806044-d-filly_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/1161015806/044/s3details/1161015806044-e-filly_normal.jpg#product']",False,False,100% silk.,max mara,False
['https://us.maxmara.com/p-1086014106005-rebus-ultramarine'],1086014106005,1086014106,short 101801 icon coat,"iconic coat 101801 in wool and cashmere beaver, available in a new short version above the knee. the oversize fit and details, including the lapel collar, fold-up kimono sleeves, welt pockets and sartorial pick stitch finish, are taken from the classic style. double-breasted lined garment, fastened with horn buttons.","[['Homepage', 'Coats and Jackets', 'Coats and Jackets', 'Coats', 'Coats', 'Short 101801 Icon Coat']]",ultramarine,3150.0,3150.0,"['4', '6', '12', '8']","['4', '6', '12', '0', '16', '8', '10', '2', '14']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1086014106/005/s3master/1086014106005-a-rebus_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1086014106/005/s3details/1086014106005-b-rebus_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1086014106/005/s3details/1086014106005-d-rebus_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1086014106/005/s3details/1086014106005-e-rebus_normal.jpg#product']",False,False,"Fabric 90% virgin wool, 10% cashmere; lining 100% viscose.",max mara,False
['https://us.maxmara.com/p-5106054106006-zarda-green'],5106054106006,5106054106,full taffeta skirt,"midi skirt in lightweight taffeta fabric featuring waist-inset pleats on the front, an elasticated waistband, belt loops and a silhouette-accentuating matching sash. the unlined model boasts in-seam side pockets and a side zip fastening.","[['Homepage', 'Clothing', 'Clothing', 'Skirts', 'Skirts', 'Full taffeta skirt']]",green,192.0,385.0,"['6', '12', '0', '8', '10', '14']","['4', '6', '12', '0', '16', '8', '10', '2', '14']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5106054106/006/s3master/5106054106006-a-zarda_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5106054106/006/s3details/5106054106006-b-zarda_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5106054106/006/s3details/5106054106006-d-zarda_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5106054106/006/s3details/5106054106006-f-zarda_normal.jpg#product']",False,False,"56% polyester, 44% cotton.",weekend max mara,True
['https://us.maxmara.com/p-2446024206003-larix-black'],2446024206003,2446024206,nappa-leather shirt,"vintage-effect nappa-leather shirt with back yoke and stitched darts for a defined silhouette. the style is distinguished by concealed buttoning, double-width cuffs with concealed snap buttons and a leather belt with metal buckle.","[['Homepage', 'Coats and Jackets', 'Coats and Jackets', 'Leather Coats', 'Leather Coats', 'Nappa-leather shirt']]",black,1043.0,1490.0,"['4', '6', '12', '0', '8', '2', '10', '14']","['4', '6', '12', '0', '8', '10', '2', '14']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/2446024206/003/s3master/2446024206003-a-larix_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/2446024206/003/s3details/2446024206003-b-larix_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/2446024206/003/s3details/2446024206003-d-larix_normal.jpg#product']",False,False,"Lamb leather. Do not wash; do not bleach; do not tumble dry; do not iron; do not dry clean; do not wet clean.; do not wash or dry clean by fabric methods. clean only by leather and fur specialists.; remove the belt before washing.; care should be taken with light-coloured garments and accessories because body heat could lead the leather to colour loss and staining. care should be taken when sitting on light-coloured surfaces, especially if damp. avoid lengthy exposure to direct light or heat sources. do not store garments in plastic bags for long periods. Distributed by Max Mara S.r.l., registered office in Reggio Emilia (Italy), Via Giulia Maramotti 4, 42124 (IT)",sportmax,True
['https://us.maxmara.com/p-2116024106003-bisous-white'],2116024106003,2116024106,oversized shirt with 3d rose detail,"oversized mannish shirt in pure cotton poplin fabric. the entire garment is decorated with hand-embroidered three-dimensional roses, made with the same fabric. completed with concealed fastening, wide double-button cuff and straight hem.","[['Homepage', 'Clothing', 'Clothing', 'Blouses', 'Blouses', 'Oversized shirt with 3D rose detail']]",white,647.0,925.0,"['4', '6', '0', '8', '2', '10']","['4', '6', '12', '0', '8', '10', '2', '14']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/2116024106/003/s3master/2116024106003-a-bisous_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/2116024106/003/s3details/2116024106003-b-bisous_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/2116024106/003/s3details/2116024106003-d-bisous_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/2116024106/003/s3details/2116024106003-e-bisous_normal.jpg#product']",False,False,100% cotton.,sportmax,True
['https://us.maxmara.com/p-5756174406001-pasticcinoc1-silver'],5756174406001,5756174406,chain necklace with pasticcino charm,"long, thin chain necklace, embellished with a large opening charm in the form of the iconic pasticcino bag. made of palladium-coloured galvanized metal. small snap-hook clasp fastening.","[['Homepage', 'Accessories', 'Accessories', 'Jewelry', 'Jewelry', 'Chain necklace with Pasticcino charm']]",silver,175.0,175.0,['ONE SIZE'],['ONE SIZE'],"['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5756174406/001/s3master/5756174406001-a-pasticcinoc1_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5756174406/001/s3details/5756174406001-d-pasticcinoc1_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5756174406/001/s3details/5756174406001-e-pasticcinoc1_normal.jpg#product']",False,False,"Metal. Distributed by Max Mara S.r.l., registered office in Reggio Emilia (Italy), Via Giulia Maramotti 4, 42124 (IT)",weekend max mara,False
['https://us.maxmara.com/p-1311015806005-subdolo-navy'],1311015806005,1311015806,viscose yarn jacket,"short double-breasted jacket in soft viscose crepe interlock yarn. the comfort-fit model boasts a lapel collar, drop-shoulder long sleeves and a small central rear vent. button fastening.","[['Homepage', 'Clothing', 'Clothing', 'Viscose yarn jacket']]",navy,995.0,995.0,"['XS', 'S', 'M', 'L']","['XS', 'S', 'L', 'M', 'XL']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/1311015806/005/s3master/1311015806005-a-subdolo_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/1311015806/005/s3details/1311015806005-b-subdolo_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/1311015806/005/s3details/1311015806005-d-subdolo_normal.jpg#product']",False,False,"65% viscose, 35% polyamide.",max mara,False
['https://us.maxmara.com/p-1086014106020-rebus-powder'],1086014106020,1086014106,short 101801 icon coat,"iconic coat 101801 in wool and cashmere beaver, available in a new short version above the knee. the oversize fit and details, including the lapel collar, fold-up kimono sleeves, welt pockets and sartorial pick stitch finish, are taken from the classic style. double-breasted lined garment, fastened with horn buttons.","[['Homepage', 'Coats and Jackets', 'Coats and Jackets', 'Coats', 'Coats', 'Short 101801 Icon Coat']]",powder,2520.0,3150.0,"['0', '4', '6', '2']","['4', '6', '12', '0', '16', '8', '10', '2', '14']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1086014106/020/s3master/1086014106020-a-rebus_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1086014106/020/s3details/1086014106020-b-rebus_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1086014106/020/s3details/1086014106020-d-rebus_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1086014106/020/s3details/1086014106020-e-rebus_normal.jpg#product']",False,False,"Fabric 90% virgin wool, 10% cashmere; lining 100% viscose.",max mara,True
['https://us.maxmara.com/p-5106054206002-lampada-camel'],5106054206002,5106054206,houndstooth wool and cotton mini skirt,short skirt in houndstooth wool and cotton basketweave fabric. the panelled design features straight pleat detail and a contrasting-print technical twill insert. in-seam side pockets and an elasticated waist. concealed zip fastening at the side.,"[['Homepage', 'Clothing', 'Clothing', 'Skirts', 'Skirts', 'Houndstooth wool and cotton mini skirt']]",camel,247.0,495.0,"['4', '6', '8']","['4', '6', '12', '0', '16', '8', '10', '2', '14']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5106054206/002/s3master/5106054206002-a-lampada_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5106054206/002/s3details/5106054206002-b-lampada_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5106054206/002/s3details/5106054206002-d-lampada_normal.jpg#product']",False,False,"Fabric 55% virgin wool, 45% cotton; fabric 2 100% polyester.",weekend max mara,True
['https://us.maxmara.com/p-5496044206006-newbembo-dark-green'],5496044206006,5496044206,water-repellent taffeta parka,"midi parka in water-repellent nylon taffeta fabric featuring goose down padding and all-over horizontal-stripe quilting. the slightly flared model boasts deep side zips at the hem, a drawstring hood, welt side pockets and long raglan sleeves. concealed zip fastening.","[['Homepage', 'Coats and Jackets', 'Coats and Jackets', 'Padded coats', 'Padded coats', 'Water-repellent taffeta parka']]",green,717.0,1025.0,[],"['4', '6', '12', '0', '16', '8', '10', '2', '14']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5496044206/006/s3master/5496044206006-a-newbembo_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5496044206/006/s3details/5496044206006-b-newbembo_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5496044206/006/s3details/5496044206006-d-newbembo_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5496044206/006/s3details/5496044206006-f-newbembo_normal.jpg#product']",False,False,Fabric 100% polyamide; lining 100% polyamide; - exclusive of decoration; with quilting virgin down.,weekend max mara,True
['https://us.maxmara.com/p-5496044206030-newbembo-sky-blue'],5496044206030,5496044206,water-repellent taffeta parka,"midi parka in water-repellent nylon taffeta fabric featuring goose down padding and all-over horizontal-stripe quilting. the slightly flared model boasts deep side zips at the hem, a drawstring hood, welt side pockets and long raglan sleeves. concealed zip fastening.","[['Homepage', 'Coats and Jackets', 'Coats and Jackets', 'Padded coats', 'Padded coats', 'Water-repellent taffeta parka']]",blue,717.0,1025.0,"['4', '6', '12', '0', '8', '2', '10']","['4', '6', '12', '0', '16', '8', '10', '2', '14']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5496044206/030/s3master/5496044206030-a-newbembo_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5496044206/030/s3details/5496044206030-b-newbembo_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5496044206/030/s3details/5496044206030-d-newbembo_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5496044206/030/s3details/5496044206030-e-newbembo_normal.jpg#product']",False,False,Fabric 100% polyamide; lining 100% polyamide; - exclusive of decoration; with quilting virgin down.,weekend max mara,True
['https://us.maxmara.com/p-9361095106004-amici-bordeaux'],9361095106004,9361095106,lightweight wool yarn sweater,crew-neck sweater in fine lightweight pure wool yarn. the slightly flared model boasts low set-in bracelet sleeves. rib-knit trims.,"[['Homepage', 'Clothing', 'Clothing', 'Knitwear', 'Knitwear', 'Lightweight wool yarn sweater']]",bordeaux,635.0,635.0,"['XS', 'S', 'L', 'M', 'XL']","['XS', 'S', 'L', 'M', 'XL']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/9361095106/004/s3master/9361095106004-a-amici_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/9361095106/004/s3details/9361095106004-b-amici_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/9361095106/004/s3details/9361095106004-d-amici_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2025/1/9361095106/004/s3details/9361095106004-e-amici_normal.jpg#product']",False,False,100% virgin wool.,'s max mara,False
['https://us.maxmara.com/p-1366104206001-juditta-white'],1366104206001,1366104206,soft wool and cashmere jumper,"oversize volume jumper made of a luxurious wool and cashmere yarn. this garment features a broad v-neck, wide raglan sleeves, and a patch pocket positioned on the lower left side. ribbed trim.","[['Homepage', 'Clothing', 'Clothing', 'Knitwear', 'Knitwear', 'Soft wool and cashmere jumper']]",white,696.0,995.0,"['XS', 'S', 'L', 'M', 'XL']","['XS', 'S', 'L', 'M', 'XL']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1366104206/001/s3master/1366104206001-a-juditta_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1366104206/001/s3details/1366104206001-b-juditta_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1366104206/001/s3details/1366104206001-d-juditta_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/1366104206/001/s3details/1366104206001-e-juditta_normal.jpg#product']",False,False,"70% wool, 30% cashmere.",max mara,True
['https://us.maxmara.com/p-5086014206001-mario-hazelnut-brown'],5086014206001,5086014206,chequered wool-blend 3-piece jacket,"jacket in double-faced wool-blend fabric featuring a classic chequered pattern. the garment consists of three separate outerwear items that can either be worn individually or together: a long-sleeved jacket, long gilet and small crew-neck bolero jacket. both the jacket and gilet boast shirt-style details, button-fastening side slits, a subtle high-low asymmetrical hem design, buttoned flap-adorned patch breast pockets, welt pockets and a visible button fastening on the front. the bolero jacket, on the other hand, features long raglan sleeves, cuffs and button detail at the hem.","[['Homepage', 'Coats and Jackets', 'Coats and Jackets', 'Jackets and blazers ', 'Jackets and blazers ', 'Chequered wool-blend 3-piece jacket']]",brown,805.0,1150.0,"['4', '6', '0', '8', '2', '10']","['4', '6', '12', '0', '16', '8', '10', '2', '14']","['https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5086014206/001/s3master/5086014206001-a-mario_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5086014206/001/s3details/5086014206001-b-mario_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5086014206/001/s3details/5086014206001-d-mario_normal.jpg#product', 'https://b2c-media.maxmara.com/sys-master/m0/MM/2024/2/5086014206/001/s3details/5086014206001-f-mario_normal.jpg#product']",False,False,"Waistcoat fabric 90% virgin wool, 10% polyamide; fabric except joining thread. Shrug fabric 90% virgin wool, 10% polyamide; fabric except joining thread.",weekend max mara,True
